transaction_id,date,time,transaction_type,category,item_name,quantity,unit_price,total_amount,payment_method,customer_type,vendor_name,profit_margin_estimate
"T000586","2025-02-01","11:57:17","sale","coffee","Americano","1","300","300","jazzcash","new",,"0.75"
"T000587","2025-02-01","17:31:10","sale","coffee","Espresso","1","250","250","card","regular",,"0.7"
"T000588","2025-02-01","11:39:13","sale","snacks","Chicken Sandwich","1","450","450","card","regular",,"0.4"
"T000589","2025-02-01","12:49:35","sale","tea","Karak Chai","2","150","300","card","regular",,"0.6"
"T000590","2025-02-01","13:01:31","sale","dessert","Cookie","1","150","150","cash","walk-in",,"0.5"
"T000591","2025-02-01","18:44:57","sale","coffee","Americano","1","300","300","jazzcash","walk-in",,"0.75"
"T000592","2025-02-01","20:08:15","sale","coffee","Americano","3","300","900","cash","regular",,"0.75"
"T000593","2025-02-01","09:29:06","sale","snacks","Club Sandwich","1","550","550","card","new",,"0.4"
"T000594","2025-02-01","08:44:40","sale","tea","Karak Chai","2","150","300","jazzcash","regular",,"0.6"
"T000595","2025-02-01","20:46:05","sale","dessert","Cheesecake Slice","4","600","2400","easypaisa","regular",,"0.45"
"T000596","2025-02-01","19:09:19","sale","dessert","Cookie","1","150","150","cash","walk-in",,"0.5"
"T000597","2025-02-01","08:48:25","sale","coffee","Latte","2","450","900","cash","new",,"0.65"
"T000598","2025-02-01","18:18:47","sale","coffee","Latte","1","450","450","jazzcash","regular",,"0.65"
"T000599","2025-02-01","17:15:32","sale","dessert","Cheesecake Slice","1","600","600","cash","walk-in",,"0.45"
"T000600","2025-02-01","15:24:04","sale","dessert","Brownie","1","350","350","easypaisa","new",,"0.5"
"T000601","2025-02-01","09:31:07","sale","tea","Karak Chai","1","150","150","card","regular",,"0.6"
"T000602","2025-02-01","20:01:33","sale","tea","Green Tea","1","120","120","card","regular",,"0.65"
"T000603","2025-02-01","08:51:09","sale","coffee","Latte","2","450","900","easypaisa","walk-in",,"0.65"
"T000604","2025-02-01","21:36:31","sale","tea","Karak Chai","1","150","150","cash","walk-in",,"0.6"
"T000605","2025-02-01","20:08:05","sale","coffee","Americano","2","300","600","cash","regular",,"0.75"
"T000606","2025-02-01","19:55:46","sale","coffee","Americano","1","300","300","card","walk-in",,"0.75"
"T000607","2025-02-01","09:28:28","sale","dessert","Brownie","3","350","1050","cash","regular",,"0.5"
"T000608","2025-02-01","09:50:05","sale","snacks","Chicken Sandwich","1","450","450","cash","walk-in",,"0.4"
"T000609","2025-02-01","10:53:50","sale","coffee","Americano","1","300","300","card","regular",,"0.75"
"T000610","2025-02-01","11:36:23","sale","coffee","Espresso","2","250","500","card","walk-in",,"0.7"
"T000611","2025-02-01","18:21:56","sale","snacks","Club Sandwich","2","550","1100","card","new",,"0.4"
"T000612","2025-02-01","10:44:40","sale","coffee","Latte","4","450","1800","cash","walk-in",,"0.65"
"T000613","2025-02-01","20:46:40","sale","snacks","Chicken Sandwich","1","450","450","cash","regular",,"0.4"
"T000614","2025-02-01","14:57:53","sale","dessert","Cookie","2","150","300","easypaisa","regular",,"0.5"
"T000615","2025-02-01","10:38:57","sale","coffee","Latte","1","450","450","cash","walk-in",,"0.65"
"T000616","2025-02-01","16:39:50","sale","coffee","Americano","2","300","600","jazzcash","walk-in",,"0.75"
"T000617","2025-02-01","10:08:38","sale","coffee","Latte","2","450","900","cash","regular",,"0.65"
"T000618","2025-02-01","10:58:01","sale","tea","Cardamom Tea","3","180","540","cash","new",,"0.6"
"T000619","2025-02-01","09:25:21","sale","dessert","Cookie","1","150","150","card","regular",,"0.5"
"T000620","2025-02-02","19:47:20","sale","coffee","Americano","1","300","300","cash","walk-in",,"0.75"
"T000621","2025-02-02","20:07:55","sale","coffee","Espresso","3","250","750","card","walk-in",,"0.7"
"T000622","2025-02-02","13:29:59","sale","coffee","Latte","1","450","450","cash","walk-in",,"0.65"
"T000623","2025-02-02","20:08:22","sale","coffee","Americano","1","300","300","card","walk-in",,"0.75"
"T000624","2025-02-02","17:26:24","sale","coffee","Americano","1","300","300","card","walk-in",,"0.75"
"T000625","2025-02-02","19:11:15","sale","snacks","Fries","1","250","250","card","walk-in",,"0.5"
"T000626","2025-02-02","15:25:22","sale","coffee","Cappuccino","2","400","800","cash","walk-in",,"0.65"
"T000627","2025-02-02","09:39:58","sale","coffee","Cappuccino","1","400","400","card","walk-in",,"0.65"
"T000628","2025-02-02","08:31:28","sale","coffee","Cappuccino","1","400","400","cash","regular",,"0.65"
"T000629","2025-02-02","09:36:37","sale","tea","Karak Chai","1","150","150","cash","walk-in",,"0.6"
"T000630","2025-02-02","10:05:26","sale","coffee","Americano","1","300","300","card","walk-in",,"0.75"
"T000631","2025-02-02","10:08:19","sale","coffee","Espresso","1","250","250","easypaisa","walk-in",,"0.7"
"T000632","2025-02-02","08:51:10","sale","coffee","Espresso","1","250","250","card","walk-in",,"0.7"
"T000633","2025-02-02","17:48:02","sale","tea","Green Tea","1","120","120","cash","walk-in",,"0.65"
"T000634","2025-02-02","08:03:59","sale","dessert","Brownie","1","350","350","jazzcash","walk-in",,"0.5"
"T000635","2025-02-02","11:23:28","sale","tea","Green Tea","2","120","240","easypaisa","regular",,"0.65"
"T000636","2025-02-02","17:59:31","sale","dessert","Brownie","1","350","350","jazzcash","regular",,"0.5"
"T000637","2025-02-02","09:49:42","sale","coffee","Cappuccino","2","400","800","jazzcash","regular",,"0.65"
"T000638","2025-02-02","08:17:49","sale","dessert","Brownie","3","350","1050","jazzcash","regular",,"0.5"
"T000639","2025-02-02","17:59:25","sale","coffee","Cappuccino","1","400","400","easypaisa","walk-in",,"0.65"
"T000640","2025-02-02","11:07:37","sale","coffee","Espresso","1","250","250","cash","walk-in",,"0.7"
"T000641","2025-02-02","20:59:11","sale","coffee","Cappuccino","1","400","400","card","regular",,"0.65"
"T000642","2025-02-02","21:46:59","sale","coffee","Cappuccino","1","400","400","easypaisa","regular",,"0.65"
"T000643","2025-02-02","19:49:32","sale","coffee","Americano","1","300","300","cash","walk-in",,"0.75"
"T000644","2025-02-02","08:33:07","sale","snacks","Chicken Sandwich","1","450","450","card","regular",,"0.4"
"T000645","2025-02-02","18:30:57","sale","dessert","Brownie","1","350","350","jazzcash","new",,"0.5"
"T000646","2025-02-02","11:56:15","sale","snacks","Fries","1","250","250","card","walk-in",,"0.5"
"T000647","2025-02-02","20:47:26","sale","tea","Karak Chai","2","150","300","cash","walk-in",,"0.6"
"T000648","2025-02-02","20:32:12","sale","coffee","Latte","1","450","450","card","new",,"0.65"
"T000649","2025-02-02","21:18:09","sale","coffee","Americano","1","300","300","card","walk-in",,"0.75"
"T000650","2025-02-02","17:04:08","sale","coffee","Espresso","1","250","250","bank_transfer","walk-in",,"0.7"
"T000651","2025-02-02","11:56:55","sale","dessert","Cookie","1","150","150","card","walk-in",,"0.5"
"T000652","2025-02-02","09:19:42","sale","snacks","Chicken Sandwich","3","450","1350","easypaisa","walk-in",,"0.4"
"T000653","2025-02-02","21:13:59","sale","coffee","Americano","2","300","600","card","regular",,"0.75"
"T000654","2025-02-02","16:42:32","sale","coffee","Latte","4","450","1800","cash","regular",,"0.65"
"T000655","2025-02-02","15:22:22","sale","coffee","Espresso","4","250","1000","cash","regular",,"0.7"
"T000656","2025-02-02","21:27:19","sale","tea","Karak Chai","2","150","300","cash","regular",,"0.6"
"T000657","2025-02-02","20:27:24","sale","coffee","Latte","1","450","450","easypaisa","walk-in",,"0.65"
"T000658","2025-02-02","12:42:04","sale","tea","Green Tea","1","120","120","jazzcash","regular",,"0.65"
"T000659","2025-02-02","19:48:56","sale","coffee","Espresso","1","250","250","card","regular",,"0.7"
"T000660","2025-02-02","20:57:54","sale","coffee","Cappuccino","1","400","400","card","regular",,"0.65"
"T000661","2025-02-02","12:53:54","sale","snacks","Fries","1","250","250","cash","regular",,"0.5"
"T000662","2025-02-03","10:19:41","sale","dessert","Cookie","3","150","450","cash","walk-in",,"0.5"
"T000663","2025-02-03","10:07:09","sale","coffee","Espresso","2","250","500","cash","regular",,"0.7"
"T000664","2025-02-03","17:02:21","sale","coffee","Espresso","1","250","250","card","regular",,"0.7"
"T000665","2025-02-03","20:24:07","sale","snacks","Fries","1","250","250","card","walk-in",,"0.5"
"T000666","2025-02-03","15:41:56","sale","tea","Karak Chai","3","150","450","cash","walk-in",,"0.6"
"T000667","2025-02-03","10:45:40","sale","coffee","Americano","2","300","600","cash","regular",,"0.75"
"T000668","2025-02-03","11:18:23","sale","coffee","Cappuccino","3","400","1200","easypaisa","walk-in",,"0.65"
"T000669","2025-02-03","09:56:54","sale","dessert","Cookie","2","150","300","cash","regular",,"0.5"
"T000670","2025-02-03","09:00:00","expense","supplies",,"1","85000","85000","cash",,"Local Roaster & Bakery",
"T000671","2025-02-04","11:05:05","sale","coffee","Espresso","2","250","500","cash","walk-in",,"0.7"
"T000672","2025-02-04","11:11:01","sale","dessert","Cheesecake Slice","2","600","1200","cash","regular",,"0.45"
"T000673","2025-02-04","08:45:20","sale","coffee","Cappuccino","3","400","1200","cash","walk-in",,"0.65"
"T000674","2025-02-04","11:27:31","sale","dessert","Cheesecake Slice","1","600","600","card","walk-in",,"0.45"
"T000675","2025-02-04","09:45:28","sale","coffee","Americano","1","300","300","cash","regular",,"0.75"
"T000676","2025-02-04","17:41:47","sale","coffee","Americano","3","300","900","cash","walk-in",,"0.75"
"T000677","2025-02-04","20:01:57","sale","dessert","Cookie","2","150","300","cash","regular",,"0.5"
"T000678","2025-02-04","13:12:39","sale","tea","Green Tea","3","120","360","cash","regular",,"0.65"
"T000679","2025-02-04","20:59:20","sale","coffee","Cappuccino","1","400","400","cash","regular",,"0.65"
"T000680","2025-02-04","15:15:06","sale","snacks","Fries","2","250","500","card","regular",,"0.5"
"T000681","2025-02-04","10:12:32","sale","snacks","Club Sandwich","2","550","1100","card","walk-in",,"0.4"
"T000682","2025-02-04","17:38:50","sale","coffee","Espresso","1","250","250","card","walk-in",,"0.7"
"T000683","2025-02-04","15:50:41","sale","tea","Green Tea","1","120","120","card","walk-in",,"0.65"
"T000684","2025-02-04","11:03:32","sale","dessert","Cheesecake Slice","1","600","600","cash","regular",,"0.45"
"T000685","2025-02-04","16:43:54","sale","snacks","Chicken Sandwich","1","450","450","cash","walk-in",,"0.4"
"T000686","2025-02-04","08:36:53","sale","coffee","Americano","1","300","300","cash","walk-in",,"0.75"
"T000687","2025-02-04","08:29:44","sale","coffee","Cappuccino","2","400","800","card","walk-in",,"0.65"
"T000688","2025-02-04","09:38:18","sale","coffee","Espresso","3","250","750","card","walk-in",,"0.7"
"T000689","2025-02-05","11:40:54","sale","tea","Cardamom Tea","1","180","180","jazzcash","regular",,"0.6"
"T000690","2025-02-05","14:06:48","sale","coffee","Espresso","1","250","250","cash","regular",,"0.7"
"T000691","2025-02-05","08:27:21","sale","dessert","Cookie","1","150","150","jazzcash","walk-in",,"0.5"
"T000692","2025-02-05","10:23:20","sale","tea","Karak Chai","3","150","450","card","regular",,"0.6"
"T000693","2025-02-05","09:39:54","sale","coffee","Cappuccino","1","400","400","card","regular",,"0.65"
"T000694","2025-02-05","20:52:53","sale","dessert","Cookie","2","150","300","cash","regular",,"0.5"
"T000695","2025-02-05","21:48:19","sale","coffee","Americano","2","300","600","cash","regular",,"0.75"
"T000696","2025-02-05","16:38:31","sale","dessert","Cheesecake Slice","1","600","600","card","walk-in",,"0.45"
"T000697","2025-02-05","16:18:36","sale","snacks","Club Sandwich","1","550","550","easypaisa","new",,"0.4"
"T000698","2025-02-05","10:18:21","sale","coffee","Americano","1","300","300","cash","walk-in",,"0.75"
"T000699","2025-02-05","19:24:12","sale","coffee","Americano","1","300","300","card","regular",,"0.75"
"T000700","2025-02-05","15:26:42","sale","coffee","Cappuccino","2","400","800","cash","regular",,"0.65"
"T000701","2025-02-05","08:51:36","sale","dessert","Brownie","1","350","350","cash","walk-in",,"0.5"
"T000702","2025-02-05","19:20:52","sale","tea","Karak Chai","1","150","150","easypaisa","walk-in",,"0.6"
"T000703","2025-02-05","13:48:29","sale","tea","Karak Chai","2","150","300","card","walk-in",,"0.6"
"T000704","2025-02-05","10:56:35","sale","coffee","Cappuccino","1","400","400","cash","walk-in",,"0.65"
"T000705","2025-02-05","20:46:37","sale","tea","Green Tea","1","120","120","card","walk-in",,"0.65"
"T000706","2025-02-05","18:17:54","sale","tea","Cardamom Tea","3","180","540","jazzcash","walk-in",,"0.6"
"T000707","2025-02-05","09:41:03","sale","coffee","Cappuccino","1","400","400","card","walk-in",,"0.65"
"T000708","2025-02-05","09:36:51","sale","coffee","Espresso","1","250","250","card","walk-in",,"0.7"
"T000709","2025-02-05","08:04:25","sale","coffee","Cappuccino","1","400","400","card","walk-in",,"0.65"
"T000710","2025-02-05","17:32:37","sale","coffee","Americano","1","300","300","cash","regular",,"0.75"
"T000711","2025-02-05","08:08:46","sale","tea","Cardamom Tea","1","180","180","cash","regular",,"0.6"
"T000712","2025-02-05","11:19:33","sale","coffee","Latte","2","450","900","card","new",,"0.65"
"T000713","2025-02-05","21:44:44","sale","coffee","Espresso","1","250","250","easypaisa","regular",,"0.7"
"T000714","2025-02-05","16:52:17","sale","coffee","Espresso","1","250","250","bank_transfer","walk-in",,"0.7"
"T000715","2025-02-05","10:00:00","expense","rent",,"1","150000","150000","bank_transfer",,"Gulberg Real Estate",
"T000716","2025-02-06","13:29:51","sale","snacks","Club Sandwich","2","550","1100","bank_transfer","walk-in",,"0.4"
"T000717","2025-02-06","20:22:30","sale","tea","Cardamom Tea","1","180","180","easypaisa","walk-in",,"0.6"
"T000718","2025-02-06","17:08:23","sale","snacks","Fries","3","250","750","easypaisa","regular",,"0.5"
"T000719","2025-02-06","18:19:32","sale","tea","Karak Chai","1","150","150","card","walk-in",,"0.6"
"T000720","2025-02-06","20:48:55","sale","coffee","Cappuccino","1","400","400","easypaisa","walk-in",,"0.65"
"T000721","2025-02-06","08:37:14","sale","tea","Green Tea","3","120","360","card","walk-in",,"0.65"
"T000722","2025-02-06","21:11:48","sale","tea","Cardamom Tea","1","180","180","card","new",,"0.6"
"T000723","2025-02-06","10:12:15","sale","coffee","Latte","2","450","900","cash","walk-in",,"0.65"
"T000724","2025-02-07","19:20:19","sale","coffee","Cappuccino","1","400","400","card","new",,"0.65"
"T000725","2025-02-07","20:15:41","sale","tea","Green Tea","1","120","120","jazzcash","walk-in",,"0.65"
"T000726","2025-02-07","20:47:41","sale","coffee","Cappuccino","2","400","800","cash","new",,"0.65"
"T000727","2025-02-07","11:14:48","sale","snacks","Fries","2","250","500","card","regular",,"0.5"
"T000728","2025-02-07","17:23:40","sale","coffee","Cappuccino","2","400","800","card","walk-in",,"0.65"
"T000729","2025-02-07","08:43:11","sale","tea","Karak Chai","1","150","150","card","walk-in",,"0.6"
"T000730","2025-02-07","10:16:32","sale","snacks","Club Sandwich","1","550","550","card","walk-in",,"0.4"
"T000731","2025-02-07","13:28:30","sale","coffee","Latte","2","450","900","card","walk-in",,"0.65"
"T000732","2025-02-07","21:50:06","sale","dessert","Cheesecake Slice","1","600","600","cash","new",,"0.45"
"T000733","2025-02-07","10:23:58","sale","dessert","Cookie","1","150","150","cash","regular",,"0.5"
"T000734","2025-02-07","15:18:05","sale","coffee","Cappuccino","2","400","800","jazzcash","walk-in",,"0.65"
"T000735","2025-02-07","20:40:36","sale","coffee","Espresso","1","250","250","easypaisa","regular",,"0.7"
"T000736","2025-02-07","08:03:12","sale","tea","Green Tea","1","120","120","cash","walk-in",,"0.65"
"T000737","2025-02-07","09:34:59","sale","coffee","Espresso","1","250","250","card","regular",,"0.7"
"T000738","2025-02-07","20:23:48","sale","coffee","Cappuccino","1","400","400","cash","regular",,"0.65"
"T000739","2025-02-07","19:52:48","sale","coffee","Espresso","1","250","250","jazzcash","walk-in",,"0.7"
"T000740","2025-02-08","09:21:03","sale","snacks","Club Sandwich","2","550","1100","card","walk-in",,"0.4"
"T000741","2025-02-08","17:24:01","sale","coffee","Cappuccino","1","400","400","card","regular",,"0.65"
"T000742","2025-02-08","21:45:44","sale","coffee","Americano","3","300","900","easypaisa","regular",,"0.75"
"T000743","2025-02-08","21:05:08","sale","coffee","Americano","4","300","1200","cash","regular",,"0.75"
"T000744","2025-02-08","09:31:08","sale","tea","Cardamom Tea","1","180","180","card","regular",,"0.6"
"T000745","2025-02-08","12:16:19","sale","tea","Green Tea","1","120","120","card","regular",,"0.65"
"T000746","2025-02-08","19:05:08","sale","coffee","Latte","1","450","450","cash","walk-in",,"0.65"
"T000747","2025-02-08","08:18:01","sale","dessert","Brownie","2","350","700","cash","new",,"0.5"
"T000748","2025-02-08","11:28:45","sale","coffee","Cappuccino","1","400","400","cash","regular",,"0.65"
"T000749","2025-02-08","16:05:39","sale","tea","Cardamom Tea","2","180","360","cash","walk-in",,"0.6"
"T000750","2025-02-08","10:45:06","sale","snacks","Club Sandwich","2","550","1100","cash","regular",,"0.4"
"T000751","2025-02-08","17:25:56","sale","tea","Cardamom Tea","1","180","180","jazzcash","walk-in",,"0.6"
"T000752","2025-02-08","13:01:08","sale","coffee","Americano","2","300","600","cash","walk-in",,"0.75"
"T000753","2025-02-08","09:13:50","sale","dessert","Cheesecake Slice","1","600","600","easypaisa","regular",,"0.45"
"T000754","2025-02-08","08:18:53","sale","dessert","Cheesecake Slice","1","600","600","jazzcash","regular",,"0.45"
"T000755","2025-02-08","09:40:20","sale","coffee","Latte","1","450","450","cash","new",,"0.65"
"T000756","2025-02-08","10:15:59","sale","coffee","Latte","1","450","450","bank_transfer","regular",,"0.65"
"T000757","2025-02-08","10:34:43","sale","tea","Green Tea","3","120","360","cash","regular",,"0.65"
"T000758","2025-02-08","17:17:17","sale","coffee","Cappuccino","2","400","800","cash","new",,"0.65"
"T000759","2025-02-08","10:33:13","sale","coffee","Americano","2","300","600","cash","walk-in",,"0.75"
"T000760","2025-02-08","08:45:00","sale","snacks","Fries","3","250","750","card","walk-in",,"0.5"
"T000761","2025-02-08","17:22:24","sale","coffee","Latte","2","450","900","card","walk-in",,"0.65"
"T000762","2025-02-08","10:13:14","sale","snacks","Chicken Sandwich","2","450","900","cash","regular",,"0.4"
"T000763","2025-02-08","18:19:47","sale","tea","Cardamom Tea","1","180","180","card","regular",,"0.6"
"T000764","2025-02-08","18:12:02","sale","coffee","Americano","2","300","600","cash","walk-in",,"0.75"
"T000765","2025-02-08","14:26:18","sale","coffee","Espresso","1","250","250","easypaisa","regular",,"0.7"
"T000766","2025-02-08","14:45:18","sale","coffee","Americano","2","300","600","card","regular",,"0.75"
"T000767","2025-02-09","11:34:13","sale","coffee","Espresso","2","250","500","cash","regular",,"0.7"
"T000768","2025-02-09","09:05:53","sale","coffee","Americano","1","300","300","cash","regular",,"0.75"
"T000769","2025-02-09","08:33:08","sale","coffee","Cappuccino","2","400","800","easypaisa","new",,"0.65"
"T000770","2025-02-09","14:18:17","sale","coffee","Espresso","1","250","250","cash","walk-in",,"0.7"
"T000771","2025-02-09","18:42:53","sale","coffee","Americano","2","300","600","cash","regular",,"0.75"
"T000772","2025-02-09","20:17:47","sale","coffee","Espresso","1","250","250","cash","walk-in",,"0.7"
"T000773","2025-02-09","17:09:41","sale","coffee","Espresso","1","250","250","cash","regular",,"0.7"
"T000774","2025-02-09","17:07:33","sale","coffee","Americano","2","300","600","cash","walk-in",,"0.75"
"T000775","2025-02-09","10:10:52","sale","coffee","Americano","1","300","300","card","new",,"0.75"
"T000776","2025-02-09","13:37:57","sale","coffee","Cappuccino","1","400","400","card","walk-in",,"0.65"
"T000777","2025-02-09","19:51:47","sale","coffee","Latte","1","450","450","cash","regular",,"0.65"
"T000778","2025-02-09","18:55:50","sale","tea","Karak Chai","2","150","300","cash","walk-in",,"0.6"
"T000779","2025-02-09","17:24:17","sale","snacks","Club Sandwich","1","550","550","card","new",,"0.4"
"T000780","2025-02-09","09:53:47","sale","snacks","Fries","1","250","250","cash","walk-in",,"0.5"
"T000781","2025-02-09","11:43:29","sale","coffee","Espresso","1","250","250","cash","walk-in",,"0.7"
"T000782","2025-02-09","21:58:00","sale","coffee","Espresso","1","250","250","cash","regular",,"0.7"
"T000783","2025-02-09","16:34:16","sale","coffee","Espresso","2","250","500","bank_transfer","regular",,"0.7"
"T000784","2025-02-09","17:42:25","sale","tea","Karak Chai","3","150","450","card","walk-in",,"0.6"
"T000785","2025-02-09","08:57:41","sale","tea","Green Tea","1","120","120","card","walk-in",,"0.65"
"T000786","2025-02-09","12:17:05","sale","coffee","Latte","1","450","450","jazzcash","regular",,"0.65"
"T000787","2025-02-09","10:56:03","sale","snacks","Club Sandwich","1","550","550","cash","walk-in",,"0.4"
"T000788","2025-02-09","15:49:44","sale","coffee","Espresso","1","250","250","easypaisa","walk-in",,"0.7"
"T000789","2025-02-09","17:05:02","sale","coffee","Espresso","1","250","250","cash","regular",,"0.7"
"T000790","2025-02-09","11:28:50","sale","coffee","Latte","1","450","450","cash","new",,"0.65"
"T000791","2025-02-09","11:05:42","sale","coffee","Espresso","2","250","500","card","walk-in",,"0.7"
"T000792","2025-02-09","17:43:45","sale","coffee","Cappuccino","1","400","400","easypaisa","regular",,"0.65"
"T000793","2025-02-09","19:03:33","sale","coffee","Espresso","1","250","250","card","regular",,"0.7"
"T000794","2025-02-09","19:15:48","sale","tea","Cardamom Tea","1","180","180","card","walk-in",,"0.6"
"T000795","2025-02-09","08:04:55","sale","snacks","Club Sandwich","1","550","550","jazzcash","walk-in",,"0.4"
"T000796","2025-02-10","11:44:46","sale","tea","Karak Chai","3","150","450","easypaisa","regular",,"0.6"
"T000797","2025-02-10","09:40:17","sale","dessert","Brownie","1","350","350","card","regular",,"0.5"
"T000798","2025-02-10","17:29:08","sale","dessert","Brownie","1","350","350","cash","regular",,"0.5"
"T000799","2025-02-10","20:09:46","sale","snacks","Club Sandwich","2","550","1100","easypaisa","regular",,"0.4"
"T000800","2025-02-10","09:34:02","sale","dessert","Cookie","1","150","150","card","regular",,"0.5"
"T000801","2025-02-10","10:36:00","sale","coffee","Cappuccino","2","400","800","card","walk-in",,"0.65"
"T000802","2025-02-10","10:28:03","sale","snacks","Club Sandwich","1","550","550","cash","regular",,"0.4"
"T000803","2025-02-10","11:06:47","sale","dessert","Cookie","1","150","150","card","new",,"0.5"
"T000804","2025-02-10","17:15:24","sale","snacks","Chicken Sandwich","1","450","450","bank_transfer","regular",,"0.4"
"T000805","2025-02-10","19:34:13","sale","snacks","Fries","2","250","500","jazzcash","walk-in",,"0.5"
"T000806","2025-02-10","08:46:57","sale","tea","Karak Chai","3","150","450","jazzcash","regular",,"0.6"
"T000807","2025-02-10","20:10:19","sale","dessert","Brownie","1","350","350","cash","regular",,"0.5"
"T000808","2025-02-10","08:51:18","sale","coffee","Espresso","1","250","250","card","walk-in",,"0.7"
"T000809","2025-02-10","18:06:30","sale","dessert","Cookie","2","150","300","card","new",,"0.5"
"T000810","2025-02-10","11:42:14","sale","coffee","Latte","1","450","450","card","regular",,"0.65"
"T000811","2025-02-10","14:40:11","sale","coffee","Cappuccino","1","400","400","cash","regular",,"0.65"
"T000812","2025-02-10","19:04:33","sale","dessert","Cheesecake Slice","1","600","600","cash","regular",,"0.45"
"T000813","2025-02-10","10:46:54","sale","tea","Karak Chai","1","150","150","card","walk-in",,"0.6"
"T000814","2025-02-10","16:44:14","sale","tea","Cardamom Tea","2","180","360","card","walk-in",,"0.6"
"T000815","2025-02-10","13:00:07","sale","coffee","Latte","1","450","450","cash","walk-in",,"0.65"
"T000816","2025-02-10","12:53:48","sale","coffee","Americano","1","300","300","card","regular",,"0.75"
"T000817","2025-02-10","08:27:00","sale","dessert","Cookie","3","150","450","card","regular",,"0.5"
"T000818","2025-02-10","09:19:48","sale","coffee","Latte","1","450","450","cash","walk-in",,"0.65"
"T000819","2025-02-10","21:32:54","sale","snacks","Chicken Sandwich","1","450","450","easypaisa","walk-in",,"0.4"
"T000820","2025-02-10","14:48:26","sale","tea","Green Tea","4","120","480","cash","regular",,"0.65"
"T000821","2025-02-10","18:23:53","sale","coffee","Cappuccino","1","400","400","easypaisa","regular",,"0.65"
"T000822","2025-02-10","14:13:47","sale","dessert","Brownie","1","350","350","cash","regular",,"0.5"
"T000823","2025-02-10","09:51:12","sale","tea","Green Tea","1","120","120","card","walk-in",,"0.65"
"T000824","2025-02-10","15:51:34","sale","coffee","Espresso","2","250","500","bank_transfer","walk-in",,"0.7"
"T000825","2025-02-10","17:09:09","sale","dessert","Cheesecake Slice","1","600","600","cash","regular",,"0.45"
"T000826","2025-02-10","08:58:24","sale","dessert","Cookie","3","150","450","bank_transfer","walk-in",,"0.5"
"T000827","2025-02-10","09:00:00","expense","supplies",,"1","85000","85000","cash",,"Local Roaster & Bakery",
"T000828","2025-02-11","10:32:25","sale","snacks","Chicken Sandwich","2","450","900","cash","walk-in",,"0.4"
"T000829","2025-02-11","10:26:21","sale","tea","Green Tea","1","120","120","cash","walk-in",,"0.65"
"T000830","2025-02-11","08:58:13","sale","dessert","Cookie","1","150","150","bank_transfer","walk-in",,"0.5"
"T000831","2025-02-11","18:16:38","sale","tea","Cardamom Tea","1","180","180","cash","walk-in",,"0.6"
"T000832","2025-02-11","14:12:23","sale","coffee","Cappuccino","1","400","400","jazzcash","regular",,"0.65"
"T000833","2025-02-11","09:09:05","sale","dessert","Cheesecake Slice","1","600","600","cash","regular",,"0.45"
"T000834","2025-02-11","10:51:38","sale","dessert","Cheesecake Slice","1","600","600","cash","new",,"0.45"
"T000835","2025-02-11","20:00:17","sale","dessert","Cheesecake Slice","2","600","1200","jazzcash","regular",,"0.45"
"T000836","2025-02-11","18:03:12","sale","coffee","Americano","2","300","600","cash","walk-in",,"0.75"
"T000837","2025-02-11","15:30:35","sale","tea","Green Tea","1","120","120","bank_transfer","walk-in",,"0.65"
"T000838","2025-02-11","21:34:10","sale","dessert","Brownie","2","350","700","card","new",,"0.5"
"T000839","2025-02-11","14:05:20","sale","dessert","Cheesecake Slice","2","600","1200","bank_transfer","regular",,"0.45"
"T000840","2025-02-11","13:27:33","sale","snacks","Club Sandwich","1","550","550","card","new",,"0.4"
"T000841","2025-02-11","17:42:19","sale","coffee","Espresso","2","250","500","card","regular",,"0.7"
"T000842","2025-02-11","09:36:19","sale","coffee","Espresso","2","250","500","cash","walk-in",,"0.7"
"T000843","2025-02-11","18:45:53","sale","tea","Karak Chai","1","150","150","cash","new",,"0.6"
"T000844","2025-02-11","08:32:38","sale","tea","Green Tea","1","120","120","jazzcash","walk-in",,"0.65"
"T000845","2025-02-11","13:28:57","sale","snacks","Fries","2","250","500","card","walk-in",,"0.5"
"T000846","2025-02-11","09:43:04","sale","coffee","Cappuccino","1","400","400","card","walk-in",,"0.65"
"T000847","2025-02-11","19:08:19","sale","tea","Cardamom Tea","1","180","180","cash","walk-in",,"0.6"
"T000848","2025-02-11","20:30:29","sale","tea","Green Tea","1","120","120","card","walk-in",,"0.65"
"T000849","2025-02-11","20:34:35","sale","coffee","Latte","2","450","900","bank_transfer","regular",,"0.65"
"T000850","2025-02-11","21:49:12","sale","coffee","Cappuccino","2","400","800","card","regular",,"0.65"
"T000851","2025-02-11","14:52:49","sale","dessert","Cheesecake Slice","1","600","600","cash","walk-in",,"0.45"
"T000852","2025-02-11","11:07:32","sale","coffee","Cappuccino","1","400","400","cash","walk-in",,"0.65"
"T000853","2025-02-11","21:11:04","sale","dessert","Brownie","3","350","1050","card","walk-in",,"0.5"
"T000854","2025-02-11","19:44:52","sale","tea","Karak Chai","1","150","150","cash","walk-in",,"0.6"
"T000855","2025-02-11","13:40:43","sale","coffee","Americano","1","300","300","jazzcash","walk-in",,"0.75"
"T000856","2025-02-11","20:26:11","sale","coffee","Cappuccino","1","400","400","card","regular",,"0.65"
